Product;Th227  Thermal (0.0253 eV);Th227  Thermal (0.0253 eV);Th229  Thermal (0.0253 eV);Th229  Thermal (0.0253 eV);Th232  Fast (500 keV);Th232  Fast (500 keV);Pa231  Fast (500 keV);Pa231  Fast (500 keV);U232  Thermal (0.0253 eV);U232  Thermal (0.0253 eV);U233  Thermal (0.0253 eV);U233  Thermal (0.0253 eV);U234  Fast (500 keV);U234  Fast (500 keV);U235  Thermal (0.0253 eV);U235  Thermal (0.0253 eV);U236  Fast (500 keV);U236  Fast (500 keV);U237  Fast (500 keV);U237  Fast (500 keV);U238  Fast (500 keV);U238  Fast (500 keV);Np237  Fast (500 keV);Np237  Fast (500 keV);Np238  Fast (500 keV);Np238  Fast (500 keV);Pu238  Fast (500 keV);Pu238  Fast (500 keV);Pu239  Thermal (0.0253 eV);Pu239  Thermal (0.0253 eV);Pu240  Thermal (0.0253 eV);Pu240  Thermal (0.0253 eV);Pu241  Thermal (0.0253 eV);Pu241  Thermal (0.0253 eV);Pu242  Thermal (0.0253 eV);Pu242  Thermal (0.0253 eV);Am241  Thermal (0.0253 eV);Am241  Thermal (0.0253 eV);Am242m  Thermal (0.0253 eV);Am242m  Thermal (0.0253 eV);Am243  Fast (500 keV);Am243  Fast (500 keV);Cm242  Fast (500 keV);Cm242  Fast (500 keV);Cm243  Thermal (0.0253 eV);Cm243  Thermal (0.0253 eV);Cm244  Fast (500 keV);Cm244  Fast (500 keV);Cm245  Thermal (0.0253 eV);Cm245  Thermal (0.0253 eV);Cm246  Fast (500 keV);Cm246  Fast (500 keV);Cm248  Fast (500 keV);Cm248  Fast (500 keV);Cf249  Thermal (0.0253 eV);Cf249  Thermal (0.0253 eV);Cf251  Thermal (0.0253 eV);Cf251  Thermal (0.0253 eV);Fm255  Thermal (0.0253 eV);Fm255  Thermal (0.0253 eV)
Product;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error
Ba155;;;;;1.00482E-15;6.43084E-16;;;;;;;;;;;8.31727E-15;5.32305E-15;2.18033E-14;1.39541E-14;3.95587E-13;2.53176E-13;;;2.64359E-15;1.6919E-15;;;;;;;3.03261E-14;1.94087E-14;9.2417E-14;5.91469E-14;;;;;;;;;;;;;;;;;1.02216E-12;6.54182E-13;;;;;;
Ba156;;;;;6.96559E-17;4.45798E-17;;;;;;;;;;;;;9.79971E-16;6.27182E-16;2.54557E-14;1.62916E-14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La133;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.52035E-14;1.61303E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.52E-13;4.8128E-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.93884E-12;3.80086E-12;0.0;0.0;0.0;0.0
La135;3.04E-14;1.9456E-14;1.62001E-14;1.03681E-14;0.0;0.0;6.07E-13;3.8848E-13;4.67065E-10;2.98922E-10;7.71981E-13;4.94068E-13;3.71E-13;2.3744E-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.33E-13;3.4112E-13;0.0;0.0;4.45E-12;2.848E-12;3.85995E-12;2.47037E-12;1.11E-13;7.104E-14;0.0;0.0;0.0;0.0;3.86001E-12;2.47041E-12;1.47E-12;9.408E-13;1.38E-11;8.832E-12;1.0E-8;6.4E-9;1.78E-10;1.1392E-10;1.19E-10;7.616E-11;1.56E-12;9.98402E-13;9.62E-13;6.1568E-13;0.0;0.0;1.34974E-8;8.63831E-9;2.40061E-13;1.53639E-13;0.0;0.0
La137;8.03001E-10;5.1392E-10;4.94003E-10;3.16162E-10;2.19995E-14;1.40797E-14;8.81E-9;5.6384E-9;1.01014E-6;6.4649E-7;8.0298E-9;5.13907E-9;3.58E-9;2.2912E-9;6.92951E-11;4.43489E-11;2.98015E-11;1.9073E-11;1.09001E-12;6.97608E-13;2.45002E-12;1.56801E-12;4.74E-9;3.0336E-9;9.49E-12;6.0736E-12;3.49E-8;2.2336E-8;2.81997E-8;1.80478E-8;1.87E-9;1.1968E-9;1.4E-10;8.95999E-11;3.14E-11;2.0096E-11;2.53001E-8;1.6192E-8;8.93E-9;5.7152E-9;7.58E-8;4.8512E-8;1.027E-5;6.5728E-6;3.36E-7;2.1504E-7;2.75E-7;1.76E-7;8.88002E-9;5.68321E-9;7.31E-9;4.6784E-9;9.18E-11;5.8752E-11;5.03901E-6;3.22497E-6;2.88073E-9;1.84367E-9;1.5E-10;9.60002E-11
La138;3.26E-8;2.0864E-8;1.66001E-8;1.06241E-8;8.10982E-12;5.19028E-12;4.01E-7;2.5664E-7;1.4232E-5;9.10847E-6;1.78996E-7;1.14557E-7;1.36E-7;8.70401E-8;3.17978E-7;2.03506E-7;2.17011E-9;1.38887E-9;1.18001E-10;7.55209E-11;1.76001E-10;1.12641E-10;1.73E-7;1.1072E-7;1.02E-9;6.528E-10;8.9E-7;5.696E-7;6.15992E-7;3.94235E-7;7.33E-8;4.6912E-8;7.51999E-9;4.8128E-9;2.18E-9;1.3952E-9;7.90002E-7;5.05601E-7;2.89E-7;1.8496E-7;1.75E-6;1.12E-6;1.1753E-4;7.52192E-5;5.94E-6;3.8016E-6;5.39E-6;3.4496E-6;2.25E-7;1.44E-7;2.32E-7;1.4848E-7;4.79E-9;3.0656E-9;3.41633E-5;2.18645E-5;1.13029E-7;7.23383E-8;1.02E-8;6.52801E-9
La139;2.16E-6;1.3824E-6;8.15004E-7;5.21603E-7;8.7298E-10;5.58707E-10;9.99E-6;6.3936E-6;1.83426E-4;1.17392E-4;5.65986E-6;3.62231E-6;3.64E-6;2.3296E-6;2.26984E-7;1.4527E-7;9.9205E-8;6.34912E-8;9.1101E-9;5.83047E-9;8.10005E-9;5.18403E-9;3.59E-6;2.2976E-6;6.09E-8;3.8976E-8;1.679E-5;1.07456E-5;1.02899E-5;6.58552E-6;2.02E-6;1.2928E-6;2.28E-7;1.4592E-7;8.88E-8;5.6832E-8;1.39E-5;8.89602E-6;5.73E-6;3.6672E-6;2.209E-5;1.41376E-5;7.0843E-4;4.53395E-4;7.11901E-5;4.55616E-5;6.132E-5;3.92448E-5;3.82001E-6;2.4448E-6;4.3E-6;2.752E-6;1.61E-7;1.0304E-7;3.69848E-4;2.36702E-4;2.68068E-6;1.71563E-6;4.25001E-7;2.72001E-7
La140;3.643E-5;2.33152E-5;1.25101E-5;8.00644E-6;4.84989E-8;3.10393E-8;1.2735E-4;8.1504E-5;0.00365808;0.00234117;2.63503E-4;2.89854E-5;4.659E-5;2.98176E-5;5.21563E-5;3.338E-5;2.34012E-6;1.49767E-6;3.56004E-7;2.27843E-7;2.48002E-7;1.58721E-7;5.121E-5;3.27744E-5;2.0E-6;1.28E-6;1.6279E-4;1.04186E-4;1.01969E-4;6.526E-5;2.748E-5;1.75872E-5;4.19E-6;2.6816E-6;1.74E-6;1.1136E-6;1.5295E-4;9.78882E-5;0.00336622;0.00107719;1.7762E-4;1.13677E-4;0.00287141;0.0018377;4.9835E-4;3.18944E-4;4.3619E-4;2.79162E-4;3.35071E-4;1.07223E-4;5.064E-5;3.24096E-5;3.0E-6;1.92E-6;0.00186556;1.11933E-4;3.32284E-5;2.12662E-5;9.74002E-6;6.23361E-6
La141;5.39E-4;3.4496E-4;1.91801E-4;1.22753E-4;1.80996E-6;1.15837E-6;0.0010149;6.49536E-4;0.00502104;0.00321347;0.00163062;5.21798E-4;5.011E-4;3.20704E-4;1.84907E-4;2.95851E-5;4.24721E-5;2.71822E-5;8.31009E-6;5.31846E-6;4.45003E-6;2.84802E-6;4.2917E-4;2.74669E-4;3.202E-5;2.04928E-5;9.6621E-4;6.18374E-4;7.213009E-4;4.61633E-4;2.7318E-4;1.74835E-4;4.394E-5;2.81216E-5;2.674E-5;1.71136E-5;8.29392E-4;5.30811E-4;4.8826E-4;3.12486E-4;9.8781E-4;6.32198E-4;0.00776558;0.00496997;0.00211355;0.00135267;0.00211191;0.00135162;4.04881E-4;2.59124E-4;3.5041E-4;2.24262E-4;3.68E-5;2.3552E-5;0.00682023;0.00436494;2.7802E-4;1.77933E-4;1.3931E-4;8.91586E-5
La142;0.0018894;0.00120922;7.09164E-4;4.53865E-4;2.50094E-5;1.6006E-5;0.00453634;0.00290326;0.0116426;0.00372563;0.00463773;7.42037E-4;0.00213156;0.0013642;9.65172E-4;3.08855E-4;3.55148E-4;2.27295E-4;1.14221E-4;7.31016E-5;5.26303E-5;3.36834E-5;0.00196551;0.00125793;4.2915E-4;2.74656E-4;0.00445199;0.00284927;0.00299311;0.00191559;0.00124595;7.97408E-4;3.64E-4;2.3296E-4;2.0341E-4;1.30182E-4;0.00384715;0.00246218;0.00220869;0.00141356;0.00429867;0.00275115;0.018692;0.00598145;0.00858976;0.00549744;0.00644985;0.0041279;0.00269091;0.00172219;0.00183345;0.00117341;2.9685E-4;1.89984E-4;0.0130322;0.00104257;0.0017233;0.00110291;0.0011438;7.32034E-4
La143;0.0099126;0.00634406;0.00427681;0.00273716;2.96663E-4;1.89865E-4;0.0119443;0.00382216;0.0210175;0.0067256;0.0186131;0.00595618;0.00918512;0.00587847;0.00379478;0.00242866;0.00243231;0.00155668;8.7336E-4;5.5895E-4;4.48063E-4;2.8676E-4;0.00703943;0.00450524;0.00216054;0.00138275;0.0109524;0.00350477;0.008151499;0.00521696;0.00478891;0.0030649;0.00201735;0.0012911;0.00127146;8.13735E-4;0.00890103;0.00400546;0.00826316;0.00528842;0.0121807;0.00389781;0.0266767;0.00853656;0.013221;0.00423071;0.014438;0.00462014;0.00602342;0.00385499;0.00588069;0.00376364;0.00164717;0.00105419;0.0177352;0.00567526;0.00598449;0.00383007;0.00393055;0.00251555
La144;0.0140577;0.00449845;0.0102167;0.00653868;0.00203214;0.00130057;0.0215965;0.00691089;0.0217886;0.00348618;0.0128497;0.00141347;0.0162954;0.00521453;0.0106974;6.41847E-4;0.00659735;0.0042223;0.00331186;0.00211959;0.00211319;0.00135244;0.0151838;0.00485881;0.00766827;0.00490769;0.016451;0.00526433;0.0130925;0.00418959;0.00974731;0.00623828;0.00657603;0.00420866;0.00405329;0.00259411;0.016482;0.00379087;0.0173805;0.00556176;0.01867;0.0059744;0.0217997;0.00697589;0.0176407;0.00405736;0.0198957;0.00636663;0.0131002;0.00419208;0.0138038;0.00441723;0.00591485;0.0037855;0.0182247;0.00419168;0.0151895;0.00486065;0.0109911;0.00351716
La145;0.0158735;0.00507951;0.0153032;0.00489702;0.00645251;0.00412961;0.0200315;0.0064101;0.0133259;0.00426428;0.0177046;0.00566547;0.0213933;0.00684584;0.0191497;0.00153197;0.0145366;0.00465171;0.00827907;0.00529861;0.00708877;0.00453681;0.0199656;0.006389;0.0143091;0.0045789;0.0180586;0.00577876;0.0169683;0.00542987;0.0149433;0.00478186;0.0121785;0.00389712;0.00976971;0.00625262;0.0207159;0.00662909;0.0198622;0.00635589;0.0202381;0.0064762;0.0130291;0.00416932;0.018914;0.00605248;0.0219878;0.0070361;0.0157047;0.00502552;0.0203692;0.00651814;0.0131696;0.00421428;0.0199046;0.00636946;0.0258041;0.00825731;0.0163654;0.00523693
La146;0.0014407;9.22049E-4;0.0047408;0.00303412;0.00783587;0.00501496;0.00750852;0.00480546;0.00238065;0.00152362;0.00545141;0.0034889;0.00662247;0.00423838;0.00744941;0.00476762;0.00844917;0.00540747;0.00615206;0.00393732;0.00635709;0.00406854;0.00843216;0.00539658;0.00912806;0.00584196;0.00541005;0.00346243;0.00580673;0.00371631;0.00678125;0.00434;0.00773333;0.00494933;0.00662669;0.00424108;0.00749135;0.00479446;0.00852202;0.00545409;0.00764987;0.00489591;0.00264684;0.00169398;0.00547933;0.00350677;0.00729893;0.00467131;0.00786215;0.00503178;0.0103895;0.00664931;0.00985963;0.00631016;0.00588941;0.00376922;0.0127722;0.0081742;0.00786223;0.00503183
La146m;0.0014407;9.22049E-4;0.0047408;0.00303412;0.00783587;0.00501496;0.00750852;0.00480546;0.00238065;0.00152362;0.00545141;0.0034889;0.00662247;0.00423838;0.00744941;0.00476762;0.00844917;0.00540747;0.00615206;0.00393732;0.00635709;0.00406854;0.00843216;0.00539658;0.00912806;0.00584196;0.00541005;0.00346243;0.00580673;0.00371631;0.00678125;0.00434;0.00773333;0.00494933;0.00662669;0.00424108;0.00749135;0.00479446;0.00852202;0.00545409;0.00764987;0.00489591;0.00264684;0.00169398;0.00547933;0.00350677;0.00729893;0.00467131;0.00786215;0.00503178;0.0103895;0.00664931;0.00985963;0.00631016;0.00588941;0.00376922;0.0127722;0.0081742;0.00786223;0.00503183
La147;3.373E-4;2.15872E-4;0.00510571;0.00326765;0.0162398;0.00519675;0.00733085;0.00469174;9.39351E-4;6.01185E-4;0.00534067;0.00341803;0.00572697;0.00366526;0.00643265;7.07591E-4;0.0117027;0.00374487;0.0149147;0.0047727;0.0148093;0.00473898;0.00944193;0.00604284;0.0145805;0.00466577;0.0048703;0.00311699;0.00610574;0.00390768;0.00903804;0.00578435;0.0132746;0.00424787;0.0139332;0.00445864;0.0072062;0.00461197;0.00981657;0.0062826;0.00755943;0.00483804;0.00138578;8.86899E-4;0.00536409;0.00343302;0.00694053;0.00444194;0.0113068;0.00361817;0.0145523;0.00465673;0.0199161;0.00637315;0.00693432;0.00443797;0.0167765;0.00536848;0.00921529;0.00589779
La148;1.196E-5;7.65441E-6;6.50233E-4;4.16149E-4;0.0112106;0.0035874;0.00231404;0.00148099;1.52971E-4;9.79017E-5;0.00131823;8.43665E-4;0.00134143;8.58516E-4;0.00336285;0.00215223;0.00446554;0.00285795;0.00727326;0.00465489;0.0108987;0.00697519;0.00324319;0.00207564;0.00677198;0.00433407;0.00118459;7.58138E-4;0.00117054;7.491429E-4;0.00341279;0.00218419;0.00724806;0.00463876;0.00791533;0.00506581;0.00274166;0.00175466;0.00373044;0.00238748;0.00257726;0.00164945;2.5476E-4;1.63046E-4;0.00231338;0.00148056;0.00217041;0.00138906;0.00566599;0.00362623;0.00674891;0.0043193;0.0130796;0.00418546;0.00175447;0.00112286;0.00876822;0.00561166;0.00376146;0.00240733
La149;1.39E-6;8.89601E-7;2.10471E-4;1.34702E-4;0.00472319;0.00302284;3.7461E-4;2.3975E-4;1.87826E-5;1.20209E-5;3.02942E-4;1.93883E-4;3.2999E-4;2.11194E-4;7.98754E-4;5.11202E-4;0.00158731;0.00101588;0.00318364;0.00203753;0.00664064;0.00425001;7.9648E-4;5.09747E-4;0.00273893;0.00175292;2.98E-4;1.9072E-4;3.63336E-4;2.32535E-4;0.00103419;6.61882E-4;0.00244795;0.00156669;0.00338518;0.00216652;6.01221E-4;3.84782E-4;9.1451E-4;5.85286E-4;6.046E-4;3.86944E-4;3.035E-5;1.9424E-5;5.6034E-4;3.58618E-4;4.5392E-4;2.90509E-4;0.00192604;0.00123267;0.00206085;0.00131894;0.00594533;0.00380501;5.73358E-4;3.66949E-4;0.00306637;0.00196248;9.92342E-4;6.35099E-4
La150;2.72E-8;1.7408E-8;1.00301E-5;6.41923E-6;9.65628E-4;6.18002E-4;3.76E-5;2.4064E-5;1.32018E-6;8.44918E-7;3.18792E-5;2.04027E-5;3.134E-5;2.00576E-5;1.04223E-4;6.67025E-5;2.15411E-4;1.37863E-4;6.64898E-4;4.25534E-4;0.00213975;0.00136944;1.0818E-4;6.92352E-5;3.6299E-4;2.32314E-4;2.568E-5;1.64352E-5;5.21194E-5;3.33564E-5;1.7144E-4;1.09722E-4;5.7286E-4;3.6663E-4;8.0145E-4;5.12928E-4;9.29202E-5;5.94689E-5;1.5517E-4;9.93088E-5;9.285E-5;5.9424E-5;2.39E-6;1.5296E-6;9.10301E-5;5.82592E-5;6.029E-5;3.85856E-5;4.34121E-4;2.77837E-4;4.2252E-4;2.70413E-4;0.00179823;0.00115087;8.90326E-5;5.69809E-5;6.52345E-4;4.17501E-4;1.7438E-4;1.11603E-4
La151;6.0176E-10;3.85127E-10;3.84643E-7;2.46171E-7;2.10516E-4;1.3473E-4;2.24797E-6;1.4387E-6;6.79986E-8;4.35191E-8;2.80588E-6;1.79576E-6;1.79744E-6;1.15036E-6;1.02711E-5;6.5735E-6;2.62314E-5;1.67881E-5;1.26879E-4;8.12025E-5;4.3845E-4;2.80608E-4;1.03799E-5;6.64311E-6;5.67831E-5;3.63412E-5;2.49596E-6;1.59741E-6;4.78301E-6;3.06112E-6;2.23977E-5;1.43345E-5;8.09166E-5;5.17867E-5;1.53615E-4;9.83135E-5;8.53978E-6;5.46546E-6;1.40991E-5;9.02342E-6;8.83406E-6;5.6538E-6;1.16966E-7;7.48583E-8;7.26565E-6;4.65001E-6;5.02921E-6;3.21869E-6;4.58897E-5;2.93694E-5;5.67043E-5;3.62908E-5;3.39208E-4;2.17093E-4;1.55367E-5;9.94347E-6;9.71664E-5;6.21865E-5;2.06319E-5;1.32044E-5
La152;5.86001E-12;3.7504E-12;4.15002E-9;2.65601E-9;7.53983E-6;4.82549E-6;8.1E-8;5.184E-8;2.1203E-9;1.35699E-9;1.07997E-7;6.91183E-8;7.09001E-8;4.5376E-8;4.52968E-7;2.899E-7;2.0801E-6;1.33127E-6;1.16001E-5;7.42408E-6;5.81304E-5;3.72034E-5;5.26E-7;3.3664E-7;4.17E-6;2.6688E-6;1.12E-7;7.168E-8;2.40997E-7;1.54238E-7;1.32E-6;8.448E-7;8.16999E-6;5.2288E-6;1.577E-5;1.00928E-5;5.61001E-7;3.59041E-7;8.91E-7;5.7024E-7;6.13E-7;3.9232E-7;4.13E-9;2.6432E-9;5.27E-7;3.3728E-7;2.67E-7;1.7088E-7;4.56001E-6;2.91841E-6;4.79E-6;3.0656E-6;4.211E-5;2.69504E-5;1.04979E-6;6.71869E-7;8.81222E-6;5.63982E-6;1.36E-6;8.70402E-7
La153;9.91992E-14;6.34875E-14;5.02986E-11;3.21911E-11;3.54803E-7;2.27074E-7;1.22995E-9;7.8717E-10;5.90082E-11;3.77653E-11;2.67976E-9;1.71505E-9;2.26986E-9;1.45271E-9;1.41986E-8;9.08712E-9;1.29003E-7;8.25617E-8;7.3036E-7;4.67431E-7;6.49261E-6;4.15527E-6;2.23978E-8;1.43346E-8;1.73997E-7;1.11358E-7;3.93967E-9;2.52139E-9;8.509289E-9;5.44595E-9;5.57964E-8;3.57097E-8;4.70983E-7;3.01429E-7;1.09882E-6;7.03244E-7;2.25988E-8;1.44632E-8;3.35975E-8;2.15024E-8;2.4795E-8;1.58688E-8;9.15E-11;5.856E-11;2.64941E-8;1.69562E-8;8.49866E-9;5.43914E-9;3.00967E-7;1.92619E-7;2.47972E-7;1.58702E-7;3.44378E-6;2.20402E-6;1.03911E-7;6.65029E-8;5.61031E-7;3.5906E-7;5.82981E-8;3.73108E-8
La154;0.0;0.0;2.23001E-13;1.42721E-13;4.5799E-9;2.93113E-9;1.68E-11;1.0752E-11;7.45104E-13;4.76867E-13;2.91993E-11;1.86875E-11;2.87E-11;1.8368E-11;1.4599E-10;9.34334E-11;2.56013E-9;1.63848E-9;1.96002E-8;1.25441E-8;2.83002E-7;1.81121E-7;3.96E-10;2.5344E-10;3.99E-9;2.5536E-9;7.5E-11;4.8E-11;1.81998E-10;1.16479E-10;1.4E-9;8.96E-10;1.6E-8;1.024E-8;3.33E-8;2.1312E-8;4.65001E-10;2.97601E-10;7.03E-10;4.4992E-10;7.51E-10;4.8064E-10;1.45E-12;9.28E-13;4.75E-10;3.04E-10;1.81E-10;1.1584E-10;6.71001E-9;4.29441E-9;8.94E-9;5.7216E-9;1.78E-7;1.1392E-7;2.69947E-9;1.72766E-9;2.40061E-8;1.53639E-8;1.19E-9;7.61602E-10
La155;1.10729E-18;7.08665E-19;8.12718E-16;5.2014E-16;6.28276E-11;4.02096E-11;7.56985E-14;4.8447E-14;2.56144E-14;1.63932E-14;1.45233E-13;9.29489E-14;2.23269E-13;1.42892E-13;2.95078E-13;1.8885E-13;2.77894E-10;1.77852E-10;6.98505E-10;4.47043E-10;7.61469E-9;4.8734E-9;2.15106E-12;1.37668E-12;1.35528E-10;8.67377E-11;1.07734E-12;6.89496E-13;1.66287E-12;1.06424E-12;7.03128E-12;4.50002E-12;8.60477E-10;5.50705E-10;2.02919E-9;1.29868E-9;3.20466E-12;2.05098E-12;4.16934E-12;2.66838E-12;9.91395E-12;6.34493E-12;0.0;0.0;5.97884E-12;3.82646E-12;3.15443E-12;2.01884E-12;3.88896E-11;2.48894E-11;8.30399E-11;5.31456E-11;1.03551E-8;6.62726E-9;9.7026E-11;6.20966E-11;1.36529E-10;8.73787E-11;4.54065E-12;2.90602E-12
La156;;;7.47233E-18;4.78229E-18;3.69916E-12;2.36746E-12;1.24362E-15;7.95916E-16;;;2.76531E-15;1.7698E-15;2.93485E-15;1.8783E-15;4.87482E-15;3.11989E-15;2.87031E-13;1.837E-13;2.32351E-11;1.48705E-11;4.52088E-10;2.89337E-10;5.38389E-14;3.44569E-14;9.45276E-14;6.04976E-14;2.4196E-14;1.54854E-14;4.89807E-14;3.13477E-14;1.47557E-13;9.44366E-14;1.78828E-12;1.1445E-12;4.27253E-12;2.73442E-12;6.58396E-14;4.21374E-14;1.28469E-13;8.222E-14;3.78063E-13;2.4196E-13;;;9.05223E-14;5.79343E-14;;;8.63811E-13;5.52839E-13;3.36033E-12;2.15061E-12;3.01905E-11;1.93219E-11;8.50639E-12;5.44409E-12;5.33204E-12;3.41251E-12;1.21188E-13;7.75601E-14
La157;;;;;2.52659E-15;1.61702E-15;;;;;;;;;5.3114E-17;3.3993E-17;7.81179E-15;4.99955E-15;3.81797E-14;2.4435E-14;8.9467E-13;5.72589E-13;;;2.47545E-15;1.58429E-15;;;;;3.77499E-15;2.41599E-15;6.11035E-14;3.91063E-14;1.60667E-13;1.02827E-13;;;;;;;;;;;;;;;9.31779E-14;5.96338E-14;1.57201E-12;1.00609E-12;;;2.52668E-13;1.61707E-13;2.82935E-15;1.81078E-15
La158;;;;;4.54648E-17;2.90975E-17;;;;;;;;;;;9.63754E-17;6.16802E-17;3.20027E-16;2.04817E-16;1.87706E-14;1.20132E-14;;;1.87126E-17;1.19761E-17;;;;;;;1.21027E-15;7.74576E-16;3.02961E-15;1.93895E-15;;;;;;;;;;;;;;;;;3.68688E-14;2.35961E-14;;;;;;
La159;;;;;8.04855E-19;5.15107E-19;;;;;;;;;;;;;;;1.01791E-15;6.51462E-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ce135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.79E-13;3.0656E-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.20976E-12;7.74249E-13;0.0;0.0;0.0;0.0
Ce137;0.0;0.0;0.0;0.0;0.0;0.0;1.11E-13;7.104E-14;1.74024E-10;1.11376E-10;1.72996E-13;1.10717E-13;5.62E-14;3.5968E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.22E-14;4.6208E-14;0.0;0.0;1.4E-12;8.96E-13;8.88989E-13;5.68953E-13;2.13E-14;1.3632E-14;0.0;0.0;0.0;0.0;5.42001E-13;3.46881E-13;1.59E-13;1.0176E-13;5.02E-12;3.2128E-12;5.34E-9;3.4176E-9;4.01E-11;2.5664E-11;2.86E-11;1.8304E-11;2.17E-13;1.3888E-13;1.92E-13;1.2288E-13;0.0;0.0;3.0594E-9;1.95802E-9;6.26158E-14;4.00741E-14;0.0;0.0
Ce138;1.04E-12;6.65601E-13;1.30001E-12;8.32004E-13;0.0;0.0;1.93E-11;1.2352E-11;9.69135E-9;6.20247E-9;1.85995E-11;1.19037E-11;1.01E-11;6.464E-12;4.74966E-12;3.03979E-12;2.92015E-14;1.86889E-14;0.0;0.0;0.0;0.0;9.1E-12;5.824E-12;0.0;0.0;1.49E-10;9.536E-11;7.7099E-11;4.93434E-11;3.6E-12;2.304E-12;9.67999E-14;6.1952E-14;2.65E-14;1.696E-14;5.87001E-11;3.75681E-11;1.74E-11;1.1136E-11;3.62E-10;2.3168E-10;1.96E-7;1.2544E-7;2.25E-9;1.44E-9;1.81E-9;1.1584E-9;1.93E-11;1.2352E-11;1.9E-11;1.216E-11;8.68E-14;5.5552E-14;7.47854E-8;4.78626E-8;7.95201E-12;5.08928E-12;1.15E-13;7.36002E-14
Ce139;5.22E-11;3.3408E-11;4.24002E-11;2.71361E-11;0.0;0.0;4.73E-10;3.0272E-10;9.54133E-8;6.10645E-8;4.24989E-10;2.71993E-10;1.93E-10;1.2352E-10;2.8698E-12;1.83667E-12;1.05005E-12;6.72034E-13;3.29004E-14;2.10562E-14;3.60002E-14;2.30401E-14;1.63E-10;1.0432E-10;2.17E-13;1.3888E-13;2.09E-9;1.3376E-9;9.79988E-10;6.27192E-10;8.61E-11;5.5104E-11;2.88E-12;1.8432E-12;9.5E-13;6.08E-13;1.03E-9;6.59201E-10;3.26E-10;2.0864E-10;3.48E-9;2.2272E-9;8.1E-7;5.184E-7;2.18E-8;1.3952E-8;1.66E-8;1.0624E-8;2.73E-10;1.7472E-10;1.91E-10;1.2224E-10;2.68E-12;1.7152E-12;4.05921E-7;2.59789E-7;1.76044E-10;1.12668E-10;5.57001E-12;3.56481E-12
Ce139m;1.28E-10;8.19201E-11;1.04001E-10;6.65603E-11;0.0;0.0;1.35E-9;8.64E-10;2.34033E-7;1.49781E-7;1.03997E-9;6.65583E-10;5.48E-10;3.5072E-10;7.0295E-12;4.49888E-12;2.98015E-12;1.9073E-12;9.36011E-14;5.99047E-14;1.02001E-13;6.52804E-14;4.64E-10;2.9696E-10;6.17E-13;3.9488E-13;5.95E-9;3.808E-9;2.39997E-9;1.53598E-9;2.11E-10;1.3504E-10;7.03999E-12;4.5056E-12;2.33E-12;1.4912E-12;2.52001E-9;1.6128E-9;7.98E-10;5.1072E-10;9.92E-9;6.3488E-9;2.3E-6;1.472E-6;5.34E-8;3.4176E-8;4.07E-8;2.6048E-8;6.69001E-10;4.28161E-10;8.69E-10;5.5616E-10;6.55E-12;4.192E-12;9.93806E-7;6.36036E-7;4.31109E-10;2.7591E-10;1.36E-11;8.70402E-12
