Product;Th227  Thermal (0.0253 eV);Th227  Thermal (0.0253 eV);Th229  Thermal (0.0253 eV);Th229  Thermal (0.0253 eV);Th232  Fast (500 keV);Th232  Fast (500 keV);Pa231  Fast (500 keV);Pa231  Fast (500 keV);U232  Thermal (0.0253 eV);U232  Thermal (0.0253 eV);U233  Thermal (0.0253 eV);U233  Thermal (0.0253 eV);U234  Fast (500 keV);U234  Fast (500 keV);U235  Thermal (0.0253 eV);U235  Thermal (0.0253 eV);U236  Fast (500 keV);U236  Fast (500 keV);U237  Fast (500 keV);U237  Fast (500 keV);U238  Fast (500 keV);U238  Fast (500 keV);Np237  Fast (500 keV);Np237  Fast (500 keV);Np238  Fast (500 keV);Np238  Fast (500 keV);Pu238  Fast (500 keV);Pu238  Fast (500 keV);Pu239  Thermal (0.0253 eV);Pu239  Thermal (0.0253 eV);Pu240  Thermal (0.0253 eV);Pu240  Thermal (0.0253 eV);Pu241  Thermal (0.0253 eV);Pu241  Thermal (0.0253 eV);Pu242  Thermal (0.0253 eV);Pu242  Thermal (0.0253 eV);Am241  Thermal (0.0253 eV);Am241  Thermal (0.0253 eV);Am242m  Thermal (0.0253 eV);Am242m  Thermal (0.0253 eV);Am243  Fast (500 keV);Am243  Fast (500 keV);Cm242  Fast (500 keV);Cm242  Fast (500 keV);Cm243  Thermal (0.0253 eV);Cm243  Thermal (0.0253 eV);Cm244  Fast (500 keV);Cm244  Fast (500 keV);Cm245  Thermal (0.0253 eV);Cm245  Thermal (0.0253 eV);Cm246  Fast (500 keV);Cm246  Fast (500 keV);Cm248  Fast (500 keV);Cm248  Fast (500 keV);Cf249  Thermal (0.0253 eV);Cf249  Thermal (0.0253 eV);Cf251  Thermal (0.0253 eV);Cf251  Thermal (0.0253 eV);Fm255  Thermal (0.0253 eV);Fm255  Thermal (0.0253 eV)
Product;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error
Ce140;2.35E-8;1.504E-8;1.34001E-8;8.57604E-9;8.42981E-13;5.39508E-13;8.39E-8;5.3696E-8;7.9111E-6;5.06311E-6;8.77978E-8;5.61906E-8;4.27E-8;2.7328E-8;1.14992E-9;7.35948E-10;4.46022E-10;2.85454E-10;2.45003E-11;1.56802E-11;1.53001E-11;9.79206E-12;3.0E-8;1.92E-8;1.12E-10;7.168E-11;2.98E-7;1.9072E-7;1.30998E-7;8.383899E-8;1.61E-8;1.0304E-8;6.32E-10;4.0448E-10;2.5E-10;1.6E-10;1.3E-7;8.32002E-8;3.85E-8;2.464E-8;3.04E-7;1.9456E-7;3.535E-5;2.2624E-5;1.54E-6;9.85601E-7;1.22E-6;7.808E-7;4.55001E-8;2.91201E-8;3.72E-8;2.3808E-8;5.27E-10;3.3728E-10;1.66267E-5;1.06411E-5;2.33059E-8;1.49158E-8;1.8E-9;1.152E-9
Ce141;9.08001E-7;5.81121E-7;4.37002E-7;2.79681E-7;1.07998E-10;6.91184E-11;2.3E-6;1.472E-6;8.33416E-5;5.33386E-5;1.84995E-6;1.18397E-6;1.18E-6;7.55201E-7;4.98965E-8;3.19337E-8;2.39012E-8;1.52968E-8;1.78002E-9;1.13921E-9;9.05006E-10;5.79204E-10;8.19E-7;5.2416E-7;7.32E-9;4.6848E-9;4.77E-6;3.0528E-6;2.28997E-6;1.46558E-6;4.51E-7;2.8864E-7;2.29E-8;1.4656E-8;1.14E-8;7.296E-9;2.64001E-6;1.6896E-6;9.5E-7;6.08E-7;4.82E-6;3.0848E-6;2.3558E-4;1.50771E-4;1.72E-5;1.1008E-5;1.594E-5;1.02016E-5;9.62002E-7;6.15681E-7;7.38E-7;4.7232E-7;1.96E-8;1.2544E-8;1.10068E-4;7.04438E-5;5.80146E-7;3.71294E-7;1.03E-7;6.59201E-8
Ce142;2.415E-5;1.5456E-5;9.43005E-6;6.03523E-6;6.49985E-9;4.15991E-9;3.442E-5;2.20288E-5;6.73654E-4;4.31139E-4;3.43291E-5;2.19706E-5;2.24E-5;1.4336E-5;1.75988E-6;1.12632E-6;9.18046E-7;5.87549E-7;1.22001E-7;7.80809E-8;3.64002E-8;2.32961E-8;1.309E-5;8.3776E-6;4.04E-7;2.5856E-7;8.253E-5;5.28192E-5;3.56696E-5;2.28285E-5;7.89E-6;5.0496E-6;6.14E-7;3.9296E-7;3.29E-7;2.1056E-7;3.48401E-5;2.22976E-5;1.396E-5;8.9344E-6;5.857E-5;3.74848E-5;0.00154144;9.865219E-4;1.7367E-4;1.11149E-4;1.4263E-4;9.12832E-5;1.436E-5;9.19042E-6;1.147E-5;7.3408E-6;4.85E-7;3.104E-7;5.44473E-4;3.48463E-4;1.04926E-5;6.7153E-6;3.43001E-6;2.1952E-6
Ce143;3.0305E-4;1.93952E-4;1.24371E-4;7.95972E-5;2.38995E-7;1.52957E-7;2.8355E-4;1.81472E-4;0.00340505;0.00217923;2.93463E-4;1.87816E-4;2.5601E-4;1.63847E-4;3.13348E-4;3.44683E-5;1.73109E-5;1.1079E-5;2.88003E-6;1.84322E-6;9.01006E-7;5.76644E-7;1.3494E-4;8.63616E-5;8.14E-6;5.2096E-6;5.4178E-4;3.46739E-4;2.66577E-4;1.70609E-4;8.124E-5;5.19936E-5;1.12E-5;7.16799E-6;5.91E-6;3.7824E-6;2.39171E-4;1.53069E-4;1.5978E-4;1.02259E-4;4.6127E-4;2.95213E-4;0.00533955;0.00341731;8.15831E-4;5.22132E-4;8.3658E-4;5.35411E-4;1.2364E-4;7.91297E-5;1.0365E-4;6.6336E-5;8.36E-6;5.3504E-6;0.0020577;0.00131693;1.03856E-4;6.6468E-5;4.45001E-5;2.84801E-5
Ce144;0.00287468;0.0018398;0.00138274;8.84952E-4;7.67983E-6;4.91509E-6;0.00157411;0.00100743;0.0100725;0.00322321;0.00160271;0.00102573;0.00190276;0.00121777;3.45456E-4;2.21092E-4;1.9768E-4;1.26515E-4;4.81205E-5;3.07971E-5;1.43101E-5;9.15846E-6;8.6098E-4;5.51027E-4;1.0711E-4;6.85504E-5;0.00287543;0.00184028;0.00116408;7.450079E-4;6.0862E-4;3.89517E-4;1.2821E-4;8.20543E-5;6.989E-5;4.47296E-5;0.00133455;8.54114E-4;0.00104674;6.69914E-4;0.00189604;0.00121347;0.0113916;0.00364532;0.00401882;0.00257205;0.00315113;0.00201672;7.13131E-4;4.56404E-4;6.819E-4;4.36416E-4;9.34E-5;5.9776E-5;0.00969462;0.00310228;7.43328E-4;4.7573E-4;4.32281E-4;2.7666E-4
Ce145;0.00641331;0.00410452;0.00467036;0.00298903;7.17584E-5;4.59254E-5;0.00415653;0.00266018;0.0150525;0.00346207;0.00481322;0.00308046;0.00594181;0.00380276;8.5438E-4;5.46803E-4;0.00119448;7.64467E-4;3.22954E-4;2.0669E-4;1.27351E-4;8.15045E-5;0.00321134;0.00205526;7.206E-4;4.61184E-4;0.00763339;0.00488537;0.00456238;0.00291993;0.00228479;0.00146227;7.43089E-4;4.75577E-4;4.6371E-4;2.96774E-4;0.00453988;0.00290552;0.00346426;0.00221713;0.00543478;0.00347826;0.016495;0.00527842;0.00750559;0.00480357;0.00869082;0.00556213;0.0023701;0.00151687;0.00277202;0.00177409;6.1965E-4;3.96576E-4;0.00951385;0.00608886;0.00351127;0.00224721;0.00204421;0.0013083
Ce146;0.00663851;0.00424864;0.0139138;0.00445241;5.34658E-4;3.42181E-4;0.00865417;0.00553867;0.0179206;0.0028673;0.0112206;0.00258074;0.0138259;0.00442427;0.00582932;6.41225E-4;0.00526837;0.00337176;0.00185653;0.00118818;8.70536E-4;5.57143E-4;0.00747019;0.00336159;0.00299296;0.00191549;0.0145162;0.0046452;0.0103779;0.00332092;0.0069001;0.00441606;0.00293069;0.00187564;0.00224546;0.00143709;0.00900803;0.00576514;0.00843438;0.005398;0.0105506;0.00337618;0.0169191;0.00541412;0.0111361;0.00356355;0.015218;0.00486975;0.0065765;0.00420896;0.00749347;0.00479582;0.00258268;0.00165292;0.0178051;0.00409517;0.00907867;0.00581035;0.00572734;0.0036655
Ce147;0.00140071;8.96455E-4;0.0146492;0.00336931;0.00218828;0.0014005;0.0112525;0.0036008;0.00777837;0.00497815;0.010815;0.00248745;0.0129168;0.00413337;0.00997971;0.00109777;0.00870816;0.00278661;0.00553166;0.00354026;0.00264376;0.001692;0.011026;0.00352832;0.00729902;0.00467137;0.0148496;0.00475189;0.0121637;0.00279766;0.0106286;0.00340115;0.00656891;0.00295601;0.00583961;0.00373735;0.0113127;0.00362006;0.0128241;0.00410372;0.0129666;0.00414931;0.0107864;0.00345164;0.0126277;0.00404085;0.0175763;0.0056244;0.0110145;0.00352464;0.01354;0.0043328;0.00713091;0.00456378;0.0157731;0.00504739;0.0151881;0.00486018;0.00968601;0.00619905
Ce148;2.7059E-4;1.73178E-4;0.00900405;0.00207093;0.00557099;0.00250695;0.00984545;0.00630109;0.00428852;0.00274465;0.0100732;0.00231683;0.0107641;0.00344452;0.0123548;0.00284161;0.0117071;0.00374627;0.0098797;0.00632301;0.00745761;0.00335592;0.0106795;0.00341743;0.00976122;0.00624718;0.0117121;0.00374788;0.008903609;0.00400662;0.0125326;0.00401042;0.0107703;0.00247717;0.0105361;0.00337157;0.0114269;0.00365662;0.0132989;0.00425564;0.0108875;0.00348401;0.00528279;0.00338099;0.0141309;0.0045219;0.0144271;0.00461668;0.0146951;0.00470242;0.0161461;0.00516677;0.0124191;0.00397411;0.0128039;0.00409724;0.0197034;0.0063051;0.0111339;0.00356285
Ce149;6.12801E-5;3.92192E-5;0.00464823;0.00209171;0.00553944;0.00354524;0.00449166;0.00287466;0.00119587;7.65355E-4;0.00470663;0.00301224;0.00576415;0.00368906;0.00697909;0.00111665;0.00953873;0.00610478;0.0100282;0.00320902;0.00842758;0.00379241;0.00715056;0.00457636;0.0115642;0.00370054;0.0068169;0.00436282;0.00561998;0.00359679;0.00900059;0.00576038;0.0102002;0.00326407;0.010738;0.00343616;0.00672482;0.00430389;0.00876705;0.00561091;0.00662868;0.00424236;0.00163842;0.00104859;0.00812518;0.00520011;0.00774909;0.00495942;0.0118024;0.00377677;0.0129647;0.00414871;0.014595;0.00467039;0.00650519;0.00416332;0.0170439;0.00545404;0.00836475;0.00535344
Ce150;7.62001E-6;4.8768E-6;0.00117544;7.52279E-4;0.00409085;0.00261814;0.00137597;8.80621E-4;2.91851E-4;1.86784E-4;0.00202834;0.00129814;0.00214233;0.00137109;0.00391764;0.00250729;0.00460247;0.00294558;0.00763175;0.00488432;0.00860432;0.00387194;0.002846;0.00182144;0.00473448;0.00303007;0.00202918;0.00129868;0.00277992;0.00177915;0.00502201;0.00321409;0.00705711;0.00451655;0.00831721;0.00532302;0.00300125;0.0019208;0.00441642;0.00282651;0.00267464;0.00171177;3.6571E-4;2.34054E-4;0.00375296;0.0024019;0.00297861;0.00190631;0.00785224;0.00502544;0.00725796;0.0046451;0.011971;0.0038307;0.0033141;0.00212103;0.00925897;0.00592574;0.00441869;0.00282796
Ce151;3.8E-7;2.432E-7;9.31405E-5;5.96099E-5;0.00231716;0.00148298;2.6367E-4;1.68749E-4;3.53549E-5;2.26272E-5;4.0137E-4;2.56877E-4;3.0455E-4;1.94912E-4;9.9025E-4;6.3376E-4;0.00134326;8.59685E-4;0.00369649;0.00236575;0.00455945;0.00291805;8.175E-4;5.232E-4;0.00244877;0.00156721;4.9599E-4;3.17434E-4;6.31402E-4;4.04097E-4;0.00167115;0.00106954;0.00301698;0.00193087;0.00413134;0.00264406;8.11062E-4;5.1908E-4;0.00121732;7.79085E-4;7.1141E-4;4.55302E-4;4.776E-5;3.05664E-5;7.83301E-4;5.01312E-4;6.8752E-4;4.40013E-4;0.00218266;0.0013969;0.00270723;0.00173263;0.00623768;0.00399212;9.1949E-4;5.88474E-4;0.00366289;0.00234425;0.00171215;0.00109578
Ce152;2.53E-8;1.6192E-8;5.68003E-6;3.63522E-6;3.22103E-4;2.06146E-4;3.172E-5;2.03008E-5;4.01056E-6;2.56676E-6;6.67483E-5;4.27189E-5;5.119E-5;3.27616E-5;2.05365E-4;1.31434E-4;4.0692E-4;2.60429E-4;0.00130466;8.34985E-4;0.00184458;0.00118053;1.2456E-4;7.97184E-5;6.1023E-4;3.90547E-4;7.778E-5;4.97792E-5;1.18079E-4;7.557029E-5;3.7452E-4;2.39693E-4;9.40499E-4;6.0192E-4;0.00149523;9.56947E-4;1.6669E-4;1.06682E-4;2.4133E-4;1.54451E-4;1.3762E-4;8.80768E-5;4.87E-6;3.1168E-6;1.7131E-4;1.09638E-4;1.0938E-4;7.00032E-5;7.12671E-4;4.5611E-4;6.5641E-4;4.20102E-4;0.0022271;0.00142534;2.12788E-4;1.36185E-4;9.06369E-4;5.80076E-4;3.75651E-4;2.40416E-4
Ce153;1.04E-9;6.65601E-10;1.50001E-7;9.60005E-8;4.5949E-5;2.94073E-5;1.7E-6;1.088E-6;2.64037E-7;1.68984E-7;4.0999E-6;2.62393E-6;4.07E-6;2.6048E-6;1.70488E-5;1.09112E-5;6.59633E-5;4.22165E-5;2.18772E-4;1.40014E-4;5.57684E-4;3.56917E-4;1.691E-5;1.08224E-5;9.063E-5;5.80032E-5;7.03E-6;4.4992E-6;1.06099E-5;6.79032E-6;4.34E-5;2.7776E-5;1.7472E-4;1.11821E-4;2.8761E-4;1.8407E-4;2.16E-5;1.3824E-5;2.944E-5;1.88416E-5;1.59E-5;1.0176E-5;2.89E-7;1.8496E-7;2.423E-5;1.55072E-5;1.01E-5;6.464E-6;1.3615E-4;8.71361E-5;1.0049E-4;6.43136E-5;5.4544E-4;3.49082E-4;3.43133E-5;2.19605E-5;1.62441E-4;1.03962E-4;5.50701E-5;3.52449E-5
Ce154;3.16E-11;2.0224E-11;3.84002E-9;2.45761E-9;2.53994E-6;1.62556E-6;7.9E-8;5.056E-8;1.24017E-8;7.93711E-9;2.03995E-7;1.30557E-7;2.23E-7;1.4272E-7;9.11936E-7;5.83639E-7;5.36027E-6;3.43057E-6;2.38103E-5;1.52386E-5;8.00205E-5;5.12131E-5;9.13E-7;5.8432E-7;7.88E-6;5.0432E-6;4.85E-7;3.104E-7;8.569889E-7;5.48473E-7;4.13E-6;2.6432E-6;1.964E-5;1.25696E-5;3.428E-5;2.19392E-5;1.41E-6;9.02402E-7;1.97E-6;1.2608E-6;1.33E-6;8.512E-7;1.32E-8;8.448E-9;1.44E-6;9.21601E-7;6.67E-7;4.2688E-7;1.087E-5;6.95681E-6;1.061E-5;6.7904E-6;8.426E-5;5.39264E-5;3.12939E-6;2.00281E-6;1.93849E-5;1.24063E-5;3.95001E-6;2.52801E-6
Ce155;2.68999E-13;1.72159E-13;5.19995E-11;3.32797E-11;1.75933E-7;1.12597E-7;1.95992E-9;1.25435E-9;3.56024E-10;2.27855E-10;5.03973E-9;3.22543E-9;8.10978E-9;5.19026E-9;2.54979E-8;1.63187E-8;3.6574E-7;2.34074E-7;1.69932E-6;1.08757E-6;8.46244E-6;5.41596E-6;4.79979E-8;3.07186E-8;4.62864E-7;2.96233E-7;1.89989E-8;1.21593E-8;3.45979E-8;2.21427E-8;2.43993E-7;1.56156E-7;1.41914E-6;9.08249E-7;2.81797E-6;1.8035E-6;7.3197E-8;4.68461E-8;8.38958E-8;5.36933E-8;7.28901E-8;4.66497E-8;4.03E-10;2.5792E-10;6.06941E-8;3.88442E-8;2.53968E-8;1.6254E-8;5.72962E-7;3.66696E-7;7.28917E-7;4.66507E-7;8.49964E-6;5.43977E-6;2.1886E-7;1.4007E-7;1.54025E-6;9.857609E-7;1.98996E-7;1.27357E-7
Ce156;0.0;0.0;6.45996E-13;4.13437E-13;1.2196E-8;7.80546E-9;3.21988E-11;2.06072E-11;7.42104E-12;4.74946E-12;1.30994E-10;8.38361E-11;1.44997E-10;9.27982E-11;5.72955E-10;3.66691E-10;9.59019E-9;6.13772E-9;7.63776E-8;4.88817E-8;5.44551E-7;3.48513E-7;1.63995E-9;1.04957E-9;1.46999E-8;9.40794E-9;5.14976E-10;3.29585E-10;1.22994E-9;7.87159E-10;6.98985E-9;4.47351E-9;7.57982E-8;4.85108E-8;1.64996E-7;1.05597E-7;1.62994E-9;1.04316E-9;3.11987E-9;1.99672E-9;2.77962E-9;1.77896E-9;8.64E-12;5.5296E-12;1.24991E-9;7.99943E-10;6.78E-10;4.3392E-10;1.49992E-8;9.59946E-9;2.94966E-8;1.88779E-8;5.4697E-7;3.50061E-7;1.91877E-8;1.22802E-8;8.21154E-8;5.25539E-8;6.40989E-9;4.10233E-9
Ce157;0.0;0.0;0.0;0.0;2.35992E-10;1.51035E-10;3.27E-13;2.0928E-13;7.83109E-14;5.0119E-14;1.33997E-12;8.57578E-13;1.55E-12;9.92001E-13;4.58962E-12;2.93736E-12;2.61005E-10;1.67043E-10;2.63999E-9;1.68959E-9;2.18992E-8;1.40155E-8;1.65E-11;1.056E-11;2.81998E-10;1.80478E-10;7.14E-12;4.5696E-12;1.78998E-11;1.14559E-11;1.30996E-10;8.38376E-11;2.58994E-9;1.65756E-9;5.26984E-9;3.3727E-9;3.12001E-11;1.9968E-11;3.83E-11;2.4512E-11;7.6E-11;4.864E-11;1.06E-13;6.784E-14;2.68E-11;1.7152E-11;1.05E-11;6.72E-12;4.55001E-10;2.91201E-10;8.17907E-10;5.2346E-10;2.35984E-8;1.5103E-8;4.66909E-10;2.98822E-10;2.85047E-9;1.8243E-9;1.23997E-10;7.93584E-11
Ce158;0.0;0.0;0.0;0.0;4.99984E-12;3.1999E-12;0.0;0.0;0.0;0.0;0.0;0.0;1.44E-14;9.21601E-15;3.86973E-14;2.47662E-14;3.22006E-12;2.06084E-12;2.99E-11;1.9136E-11;4.97984E-10;3.1871E-10;1.32E-13;8.448E-14;2.90998E-12;1.86239E-12;9.58E-14;6.1312E-14;1.85998E-13;1.19039E-13;1.77E-12;1.1328E-12;5.12988E-11;3.28312E-11;1.16997E-10;7.48781E-11;2.19E-13;1.4016E-13;3.93E-13;2.5152E-13;1.21E-12;7.744E-13;0.0;0.0;2.86E-13;1.8304E-13;1.2E-13;7.68E-14;6.36001E-12;4.07041E-12;1.39E-11;8.896E-12;6.67963E-10;4.27496E-10;1.76965E-11;1.13258E-11;6.89174E-11;4.41071E-11;1.44E-12;9.21602E-13
Ce159;;;;;7.51762E-14;4.81128E-14;3.97803E-17;2.54594E-17;;;7.74749E-17;4.95839E-17;1.43031E-16;9.15401E-17;1.28119E-16;8.19961E-17;7.722E-15;4.94208E-15;6.83579E-14;4.37491E-14;2.49158E-11;1.59461E-11;3.09675E-15;1.98192E-15;1.74964E-14;1.11977E-14;;;2.94113E-15;1.88232E-15;2.15142E-14;1.37691E-14;2.29074E-13;1.46607E-13;6.78573E-13;4.34287E-13;5.5169E-15;3.53082E-15;9.94078E-15;6.3621E-15;5.0175E-14;3.2112E-14;;;;;;;1.52808E-13;9.77971E-14;3.23503E-13;2.07042E-13;7.33349E-12;4.69343E-12;;;1.8437E-12;1.17997E-12;2.38702E-14;1.52769E-14
Ce160;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.06004E-14;3.87842E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.22E-14;7.808E-15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.32E-13;8.448E-14;0.0;0.0;0.0;0.0;0.0;0.0
Ce161;;;;;7.42196E-19;4.75005E-19;;;;;;;;;;;;;3.80917E-17;2.43787E-17;8.12658E-16;5.20101E-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pr139;0.0;0.0;0.0;0.0;0.0;0.0;1.37E-14;8.768E-15;1.99028E-11;1.27378E-11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.15E-13;7.36E-14;3.54996E-14;2.27197E-14;0.0;0.0;0.0;0.0;0.0;0.0;4.06001E-14;2.59841E-14;1.05E-14;6.72E-15;5.44E-13;3.4816E-13;9.91E-10;6.3424E-10;4.33E-12;2.7712E-12;2.92E-12;1.8688E-12;1.02E-14;6.52801E-15;1.41E-14;9.024E-15;0.0;0.0;6.02882E-10;3.85845E-10;0.0;0.0;0.0;0.0
Pr140;2.96E-14;1.8944E-14;2.24001E-14;1.43361E-14;0.0;0.0;2.34E-12;1.4976E-12;1.25017E-9;8.00112E-10;1.13997E-12;7.29582E-13;5.11E-13;3.2704E-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.88E-13;5.6832E-13;0.0;0.0;1.2E-11;7.68E-12;3.76995E-12;2.41277E-12;1.74E-13;1.1136E-13;0.0;0.0;0.0;0.0;5.20001E-12;3.32801E-12;1.19E-12;7.616E-13;3.56E-11;2.2784E-11;3.02E-8;1.9328E-8;2.44E-10;1.5616E-10;1.75E-10;1.12E-10;1.47E-12;9.40802E-13;1.51E-12;9.664E-13;0.0;0.0;1.22976E-8;7.87046E-9;1.02026E-12;6.52965E-13;1.23E-14;7.87202E-15
Pr141;9.41001E-12;6.02241E-12;4.52002E-12;2.89282E-12;0.0;0.0;2.33E-10;1.4912E-10;4.77067E-8;3.05323E-8;1.06997E-10;6.84783E-11;6.27E-11;4.0128E-11;4.68967E-13;3.00139E-13;2.62013E-13;1.67688E-13;0.0;0.0;0.0;0.0;7.66E-11;4.9024E-11;4.93E-14;3.1552E-14;7.49E-10;4.7936E-10;2.52997E-10;1.61918E-10;1.97E-11;1.2608E-11;3.0E-13;1.92E-13;1.32E-13;8.448E-14;3.83001E-10;2.45121E-10;9.29E-11;5.9456E-11;1.67E-9;1.0688E-9;5.64E-7;3.6096E-7;8.35001E-9;5.344E-9;6.88E-9;4.4032E-9;1.05E-10;6.72001E-11;8.89E-11;5.6896E-11;5.09E-13;3.2576E-13;2.73946E-7;1.75326E-7;7.75196E-11;4.96125E-11;2.94001E-12;1.8816E-12
Pr142;3.36E-10;2.1504E-10;1.08001E-10;6.91204E-11;1.22997E-14;7.87182E-15;6.05E-9;3.872E-9;5.30074E-7;3.39247E-7;2.64493E-9;1.69276E-9;1.67E-9;1.0688E-9;2.31484E-11;1.4815E-11;1.51008E-11;9.66448E-12;7.50009E-13;4.80005E-13;3.73002E-13;2.38722E-13;2.135E-9;1.3664E-9;5.8E-12;3.712E-12;1.845E-8;1.1808E-8;5.44993E-9;3.48796E-9;4.96E-10;3.1744E-10;1.37E-11;8.76799E-12;5.6E-12;3.584E-12;7.95002E-9;5.08801E-9;2.285E-9;1.4624E-9;2.95E-8;1.888E-8;4.94E-6;3.1616E-6;1.17E-7;7.48801E-8;8.9E-8;5.696E-8;2.25E-9;1.44E-9;2.105E-9;1.3472E-9;2.0E-11;1.28E-11;1.13478E-6;7.26258E-7;2.12554E-9;1.36034E-9;2.07E-10;1.3248E-10
Pr142m;3.36E-10;2.1504E-10;1.08001E-10;6.91204E-11;1.22997E-14;7.87182E-15;6.05E-9;3.872E-9;5.30074E-7;3.39247E-7;2.64493E-9;1.69276E-9;1.67E-9;1.0688E-9;2.31484E-11;1.4815E-11;1.51008E-11;9.66448E-12;7.50009E-13;4.80005E-13;3.73002E-13;2.38722E-13;2.135E-9;1.3664E-9;5.8E-12;3.712E-12;1.845E-8;1.1808E-8;5.44993E-9;3.48796E-9;4.96E-10;3.1744E-10;1.37E-11;8.76799E-12;5.6E-12;3.584E-12;7.95002E-9;5.08801E-9;2.285E-9;1.4624E-9;2.95E-8;1.888E-8;4.94E-6;3.1616E-6;1.17E-7;7.48801E-8;8.9E-8;5.696E-8;2.25E-9;1.44E-9;2.105E-9;1.3472E-9;2.0E-11;1.28E-11;1.13478E-6;7.26258E-7;2.12554E-9;1.36034E-9;2.07E-10;1.3248E-10
Pr143;6.71001E-8;4.2944E-8;1.59001E-8;1.01761E-8;4.13991E-12;2.64954E-12;3.51E-7;2.2464E-7;1.80825E-5;1.15728E-5;2.12995E-7;1.36317E-7;1.81E-7;1.1584E-7;4.49968E-9;2.8798E-9;2.73014E-9;1.74729E-9;1.75002E-10;1.12001E-10;6.36004E-11;4.07043E-11;1.41E-7;9.024E-8;9.93E-10;6.3552E-10;9.730001E-7;6.2272E-7;3.35996E-7;2.15037E-7;4.04E-8;2.5856E-8;1.91E-9;1.2224E-9;8.0E-10;5.12E-10;3.60001E-7;2.30401E-7;1.78E-7;1.1392E-7;1.37E-6;8.768E-7;9.712E-5;6.21568E-5;3.37E-6;2.1568E-6;3.17E-6;2.0288E-6;1.29E-7;8.25601E-8;1.13E-7;7.232E-8;2.23E-9;1.4272E-9;2.34354E-5;1.49987E-5;1.26032E-7;8.06604E-8;2.17E-8;1.3888E-8
Pr144;1.63E-7;1.0432E-7;4.17002E-8;2.66881E-8;3.93991E-11;2.52154E-11;5.82E-7;3.7248E-7;1.64823E-5;1.05487E-5;2.74993E-7;1.75996E-7;3.37E-7;2.1568E-7;1.4299E-8;9.15135E-9;8.47042E-9;5.42107E-9;8.13009E-10;5.20326E-10;3.00002E-10;1.92001E-10;2.4E-7;1.536E-7;4.72E-9;3.0208E-9;1.31E-6;8.384E-7;3.65995E-7;2.34237E-7;8.73E-8;5.5872E-8;7.75999E-9;4.9664E-9;2.8E-9;1.792E-9;6.85002E-7;4.38401E-7;3.87E-7;2.4768E-7;1.47E-6;9.408E-7;4.858E-5;3.10912E-5;3.9E-6;2.496E-6;3.35E-6;2.144E-6;2.07E-7;1.3248E-7;1.31E-7;8.384E-8;8.03E-9;5.1392E-9;1.38773E-5;8.88146E-6;2.73069E-7;1.74764E-7;8.08002E-8;5.17121E-8
Pr144m;1.47E-6;9.40801E-7;3.75002E-7;2.40001E-7;3.97991E-10;2.54714E-10;5.89E-6;3.7696E-6;1.48311E-4;9.49188E-5;2.47994E-6;1.58716E-6;3.41E-6;2.1824E-6;1.27991E-7;8.19142E-8;8.56043E-8;5.47867E-8;8.22009E-9;5.26086E-9;3.03002E-9;1.93921E-9;2.43E-6;1.5552E-6;4.78E-8;3.0592E-8;1.321E-5;8.4544E-6;3.28996E-6;2.10557E-6;7.86E-7;5.0304E-7;6.97999E-8;4.4672E-8;2.52E-8;1.6128E-8;6.16001E-6;3.94241E-6;3.48E-6;2.2272E-6;1.486E-5;9.5104E-6;4.9117E-4;3.14349E-4;3.511E-5;2.24704E-5;3.016E-5;1.93024E-5;1.86E-6;1.1904E-6;2.05E-6;1.312E-6;7.23E-8;4.6272E-8;1.24866E-4;7.9914E-5;2.45062E-6;1.5684E-6;7.27002E-7;4.65281E-7
